time,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,GarminRunCadenceSpm
38,53,82,35.44,120.0,33.92824,-117.89335,1.325,30,106.0
39,53,82,36.61,120.0,33.928253,-117.89335,1.297,30,106.0
40,53,82,37.84,120.0,33.928265,-117.89335,1.269,30,106.0
41,53,83,38.95,120.0,33.928272,-117.89335,1.269,30,106.0
42,53,83,40.06,120.0,33.928288,-117.89335,1.269,30,106.0
43,53,83,42.18,120.0,33.9283,-117.89334,1.269,30,106.0
44,53,83,43.04,120.0,33.92831,-117.89334,1.269,30,106.0
45,53,83,44.27,120.0,33.92832,-117.89334,1.288,30,106.0
46,53,83,45.4,120.0,33.928333,-117.89334,1.288,30,106.0
47,52,83,46.8,120.0,33.92835,-117.89334,1.278,30,104.0
48,52,83,48.4,119.8,33.92836,-117.89335,1.278,30,104.0
49,52,83,49.67,119.8,33.92837,-117.89335,1.278,30,104.0
50,53,83,51.08,119.6,33.928383,-117.89336,1.288,30,106.0
51,53,83,52.47,119.6,33.928394,-117.893364,1.288,30,106.0
52,54,83,53.94,119.6,33.928406,-117.89337,1.288,30,108.0
53,54,83,55.46,119.6,33.928417,-117.89338,1.288,30,108.0
54,54,83,57.01,119.6,33.92843,-117.89339,1.297,30,108.0
55,55,82,58.27,119.6,33.92844,-117.893394,1.306,30,110.0
56,55,83,59.53,119.6,33.92845,-117.893394,1.306,30,110.0
57,55,83,61.02,119.6,33.928467,-117.8934,1.306,30,110.0
58,53,82,62.62,119.6,33.92848,-117.89341,1.316,30,106.0
59,52,83,64.17,119.6,33.92849,-117.89341,1.316,30,104.0
60,53,82,65.41,119.6,33.9285,-117.89342,1.325,30,106.0
61,53,82,66.78,119.6,33.928513,-117.893425,1.325,30,106.0
62,54,83,68.04,119.6,33.928524,-117.89343,1.325,30,108.0
63,54,83,69.52,119.6,33.92853,-117.89345,1.325,30,108.0
64,54,83,71.1,119.6,33.92854,-117.893456,1.325,30,108.0
65,54,83,72.48,119.6,33.928543,-117.89347,1.334,30,108.0
66,53,83,73.56,119.6,33.928543,-117.89348,1.334,30,106.0
67,53,84,74.76,119.8,33.92855,-117.89349,1.334,30,106.0
68,53,84,76.16,119.8,33.928555,-117.89351,1.334,30,106.0
69,51,84,77.42,119.8,33.928562,-117.893524,1.334,30,102.0
70,51,84,78.82,119.8,33.92857,-117.89353,1.334,30,102.0
71,52,84,80.16,119.8,33.928577,-117.89355,1.325,30,104.0
72,53,84,81.49,119.8,33.92859,-117.893555,1.325,30,106.0
73,53,83,82.64,119.8,33.9286,-117.893555,1.325,30,106.0
74,53,83,83.65,119.8,33.928608,-117.89356,1.325,30,106.0
75,54,83,84.74,120.0,33.928623,-117.89356,1.325,30,108.0
76,54,83,85.91,120.0,33.92863,-117.893555,1.325,30,108.0
77,54,83,87.53,120.2,33.928646,-117.893555,1.325,30,108.0
78,52,83,89.17,120.2,33.92866,-117.89355,1.325,30,104.0
79,51,83,90.64,120.2,33.928673,-117.89355,1.325,30,102.0
80,51,83,91.92,120.2,33.928684,-117.89354,1.325,30,102.0
81,49,83,93.16,120.2,33.928696,-117.89353,1.325,30,98.0
82,50,84,94.89,120.4,33.92871,-117.89353,1.325,30,100.0
83,50,83,96.49,120.4,33.928722,-117.893524,1.325,30,100.0
84,51,84,97.79,120.4,33.92873,-117.89352,1.325,30,102.0
85,52,84,98.95,120.4,33.92874,-117.89352,1.334,30,104.0
86,52,84,100.06,120.4,33.92875,-117.89351,1.334,30,104.0
87,52,84,101.06,120.4,33.92876,-117.89351,1.334,30,104.0
88,53,85,102.17,120.4,33.92877,-117.8935,1.334,30,106.0
89,53,85,103.18,120.4,33.92878,-117.8935,1.325,30,106.0
90,53,85,104.44,120.6,33.92879,-117.89349,1.325,30,106.0
91,51,85,105.64,120.6,33.928802,-117.89349,1.316,30,102.0
92,51,84,107.04,120.6,33.928814,-117.893486,1.316,30,102.0
93,52,85,108.43,120.6,33.92883,-117.893486,1.316,30,104.0
94,52,85,110.33,120.6,33.928844,-117.89348,1.316,30,104.0
95,53,85,111.53,120.6,33.928852,-117.89348,1.316,30,106.0
96,53,85,112.93,120.6,33.928864,-117.89348,1.325,30,106.0
97,53,85,114.18,120.6,33.928875,-117.89347,1.325,30,106.0
98,53,86,115.2,120.6,33.928883,-117.89347,1.325,30,106.0
99,52,86,116.42,120.8,33.928894,-117.89346,1.325,30,104.0
100,51,86,117.78,120.8,33.928905,-117.89346,1.325,30,102.0
101,51,86,119.19,120.8,33.92892,-117.893456,1.316,30,102.0
102,51,87,120.97,120.8,33.928936,-117.89345,1.325,30,102.0
103,51,87,122.45,120.8,33.928947,-117.89345,1.325,30,102.0
104,53,87,123.83,120.8,33.92896,-117.89344,1.325,30,106.0
105,53,87,125.39,120.8,33.92897,-117.89344,1.334,30,106.0
106,54,87,126.62,120.8,33.92898,-117.89343,1.334,30,108.0
107,54,88,128.15,120.8,33.928997,-117.89343,1.334,30,108.0
108,54,88,129.57,120.8,33.92901,-117.893425,1.334,30,108.0
109,53,88,130.99,120.8,33.92902,-117.893425,1.344,30,106.0
110,53,88,132.26,120.8,33.92903,-117.893425,1.344,30,106.0
111,52,89,133.38,120.8,33.92904,-117.893425,1.344,30,104.0
112,52,89,134.39,120.8,33.929047,-117.89342,1.344,30,104.0
113,53,90,135.26,120.8,33.929058,-117.89342,1.344,30,106.0
114,52,90,136.31,120.8,33.929066,-117.89342,1.334,30,104.0
115,51,90,137.64,121.0,33.929077,-117.89341,1.334,30,102.0
116,51,91,138.74,121.0,33.92909,-117.89341,1.325,30,102.0
117,50,91,139.62,121.0,33.9291,-117.8934,1.325,30,100.0
118,51,91,141.17,121.2,33.92911,-117.8934,1.325,30,102.0
119,51,92,142.59,121.2,33.929123,-117.8934,1.316,30,102.0
120,52,92,143.96,121.2,33.92914,-117.8934,1.316,30,104.0
121,52,92,145.4,121.2,33.92915,-117.893394,1.316,30,104.0
122,52,92,147.17,121.2,33.929165,-117.893394,1.316,30,104.0
123,52,92,148.42,121.2,33.929173,-117.893394,1.316,30,104.0
124,52,92,149.94,121.2,33.929188,-117.89339,1.325,30,104.0
125,51,92,151.1,121.2,33.9292,-117.89339,1.325,30,102.0
126,52,92,152.39,121.2,33.92921,-117.89338,1.325,30,104.0
127,52,93,153.73,121.2,33.929226,-117.89337,1.325,30,104.0
128,52,93,155.48,121.2,33.92924,-117.89337,1.325,30,104.0
129,52,93,157.15,121.2,33.929253,-117.89337,1.325,30,104.0
130,52,93,158.65,121.4,33.929268,-117.893364,1.334,30,104.0
131,52,94,160.37,121.4,33.929283,-117.893364,1.344,30,104.0
132,52,94,161.97,121.4,33.929295,-117.893364,1.344,30,104.0
133,52,94,163.06,121.4,33.929302,-117.893364,1.353,30,104.0
134,52,94,164.02,121.4,33.929314,-117.89336,1.353,30,104.0
135,52,94,165.11,121.4,33.92932,-117.89336,1.353,30,104.0
136,53,94,166.32,121.4,33.92933,-117.89335,1.353,30,106.0
137,53,94,167.55,121.4,33.92934,-117.89335,1.353,30,106.0
138,53,94,168.65,121.4,33.92935,-117.89334,1.344,30,106.0
139,52,94,169.93,121.6,33.929363,-117.89333,1.344,30,104.0
140,52,94,171.0,121.6,33.929375,-117.89333,1.344,30,104.0
141,52,94,172.42,121.6,33.92939,-117.89333,1.344,30,104.0
142,52,94,174.04,121.8,33.929405,-117.893326,1.334,30,104.0
143,52,94,175.75,121.8,33.92942,-117.893326,1.334,30,104.0
144,52,94,177.17,121.8,33.929432,-117.89332,1.344,30,104.0
145,52,94,178.55,122.0,33.929443,-117.89332,1.344,30,104.0
146,52,94,179.8,122.0,33.92946,-117.89332,1.344,30,104.0
147,53,94,181.42,122.2,33.92947,-117.89332,1.344,30,106.0
148,53,94,182.75,122.2,33.92948,-117.89331,1.344,30,106.0
149,52,94,184.1,122.4,33.92949,-117.89331,1.344,30,104.0
150,52,94,185.18,122.4,33.9295,-117.8933,1.344,30,104.0
151,52,94,186.27,122.6,33.92951,-117.893295,1.344,30,104.0
152,52,94,187.28,122.6,33.929516,-117.89329,1.344,30,104.0
153,52,94,187.94,122.8,33.929523,-117.89329,1.344,30,104.0
154,52,94,189.06,123.0,33.929535,-117.89328,1.344,30,104.0
155,52,95,190.0,123.2,33.92954,-117.89328,1.334,30,104.0
156,52,95,190.88,123.4,33.929546,-117.89328,1.334,30,104.0
157,52,95,192.12,123.6,33.929558,-117.89327,1.334,30,104.0
158,52,95,193.36,123.6,33.92957,-117.893265,1.325,30,104.0
159,0,96,194.96,123.8,33.92958,-117.89325,1.325,30,0.0
160,0,96,196.54,123.8,33.929592,-117.89324,1.316,30,0.0
161,0,96,197.82,123.8,33.9296,-117.893234,1.316,30,0.0
162,0,96,199.51,123.8,33.92961,-117.89322,1.316,30,0.0
163,0,97,200.9,124.0,33.92962,-117.89321,1.316,30,0.0
164,0,97,202.22,124.0,33.929626,-117.8932,1.325,30,0.0
165,0,98,203.54,124.2,33.929634,-117.893196,1.325,30,0.0
166,0,98,204.58,124.4,33.92964,-117.89318,1.325,30,0.0
167,50,98,205.97,124.4,33.929653,-117.89317,1.325,30,100.0
168,50,99,207.48,124.6,33.92966,-117.893166,1.316,30,100.0
169,50,99,208.6,124.6,33.929665,-117.89315,1.316,30,100.0
170,50,99,209.55,124.8,33.92967,-117.89314,1.316,30,100.0
171,50,99,210.44,124.8,33.929672,-117.893135,1.316,30,100.0
172,50,98,211.54,124.8,33.929676,-117.89312,1.316,30,100.0
173,50,98,212.42,125.0,33.92968,-117.89311,1.306,30,100.0
174,50,98,213.52,125.0,33.929684,-117.8931,1.306,30,100.0
175,49,98,214.48,125.2,33.929688,-117.89309,1.297,30,98.0
176,49,98,215.89,125.4,33.929695,-117.89308,1.297,30,98.0
177,49,97,217.04,125.4,33.9297,-117.89307,1.288,30,98.0
178,49,97,218.53,125.6,33.92971,-117.89305,1.288,30,98.0
179,50,97,219.99,125.6,33.929718,-117.89304,1.288,30,100.0
180,51,97,221.46,125.8,33.929726,-117.89303,1.288,30,102.0
181,51,97,223.01,125.8,33.929733,-117.89301,1.288,30,102.0
182,51,96,224.27,126.0,33.929737,-117.893005,1.297,30,102.0
183,50,96,225.73,126.0,33.929745,-117.89299,1.297,30,100.0
184,50,96,227.04,126.2,33.929752,-117.892975,1.297,30,100.0
185,50,96,228.21,126.2,33.929756,-117.89297,1.297,30,100.0
186,50,97,229.38,126.4,33.92976,-117.89295,1.297,30,100.0
187,51,96,230.61,126.4,33.929768,-117.892944,1.297,30,102.0
188,51,97,231.89,126.6,33.92977,-117.89293,1.297,30,102.0
189,51,97,232.95,126.6,33.929775,-117.89292,1.297,30,102.0
190,51,97,233.88,126.8,33.92978,-117.89291,1.297,30,102.0
191,49,97,235.12,126.8,33.929783,-117.8929,1.288,30,98.0
192,49,98,236.51,127.0,33.929787,-117.89288,1.288,30,98.0
193,49,98,237.76,127.2,33.92979,-117.89287,1.288,29,98.0
194,49,99,239.58,127.2,33.9298,-117.89285,1.288,29,98.0
195,50,99,241.15,127.4,33.929802,-117.89284,1.288,30,100.0
196,50,99,242.33,127.4,33.92981,-117.89282,1.288,30,100.0
197,51,99,243.63,127.6,33.929813,-117.89281,1.288,30,102.0
198,51,100,245.35,127.8,33.92982,-117.89279,1.288,30,102.0
199,51,100,246.95,128.0,33.929825,-117.89278,1.297,30,102.0
200,50,100,248.35,128.2,33.92983,-117.89277,1.297,30,100.0
201,50,100,249.16,128.4,33.929832,-117.89275,1.297,30,100.0
202,50,100,250.17,128.4,33.929836,-117.892746,1.297,30,100.0
203,50,100,251.2,128.4,33.92984,-117.89274,1.297,29,100.0
204,50,100,251.98,128.4,33.929844,-117.89273,1.297,30,100.0
205,0,101,252.55,128.4,33.92985,-117.89273,1.297,30,0.0
206,0,101,253.56,128.4,33.929855,-117.89272,1.297,30,0.0
207,0,102,254.79,128.6,33.92986,-117.89271,1.288,29,0.0
208,0,102,256.63,128.6,33.929867,-117.892685,1.288,30,0.0
209,0,103,258.16,128.6,33.92987,-117.89267,1.278,29,0.0
210,50,104,259.81,128.8,33.92988,-117.892654,1.288,29,100.0
211,50,104,261.28,128.8,33.929882,-117.89264,1.288,30,100.0
212,51,104,262.91,129.0,33.92989,-117.89263,1.288,30,102.0
213,51,105,263.76,129.0,33.929893,-117.89262,1.288,30,102.0
214,51,105,264.88,129.2,33.929893,-117.89259,1.288,30,102.0
215,51,105,266.49,129.2,33.929897,-117.89258,1.288,30,102.0
216,51,106,267.93,129.2,33.929893,-117.89256,1.288,30,102.0
217,52,106,269.35,129.4,33.929893,-117.89255,1.288,30,104.0
218,52,107,270.61,129.6,33.929886,-117.89253,1.288,30,104.0
219,52,107,271.7,129.6,33.929882,-117.89252,1.288,30,104.0
220,52,107,272.55,129.8,33.929874,-117.89251,1.288,29,104.0
221,52,107,273.92,130.0,33.929863,-117.8925,1.288,30,104.0
222,50,107,274.74,130.0,33.929855,-117.892494,1.288,29,100.0
223,50,107,276.49,130.0,33.929844,-117.89248,1.288,29,100.0
224,50,107,278.55,130.0,33.929832,-117.89247,1.288,30,100.0
225,51,108,280.02,130.0,33.92982,-117.89246,1.288,30,102.0
226,51,108,281.21,130.0,33.92981,-117.892456,1.297,29,102.0
227,52,108,282.84,130.0,33.9298,-117.89245,1.297,30,104.0
228,51,109,284.01,130.0,33.92979,-117.89245,1.297,29,102.0
229,51,109,284.87,130.0,33.92978,-117.89244,1.297,29,102.0
230,51,109,285.87,130.0,33.92977,-117.89244,1.297,29,102.0
231,51,110,287.29,130.0,33.929756,-117.89243,1.297,29,102.0
232,51,110,288.65,130.0,33.929745,-117.892426,1.288,29,102.0
233,51,110,290.18,130.0,33.92973,-117.892426,1.288,29,102.0
234,52,110,291.99,130.2,33.929718,-117.89242,1.288,29,104.0
235,52,110,293.59,130.2,33.929703,-117.89241,1.288,29,104.0
236,52,111,294.77,130.2,33.929695,-117.89241,1.297,29,104.0
237,52,110,295.9,130.2,33.929684,-117.8924,1.297,29,104.0
238,52,110,297.08,130.2,33.929676,-117.8924,1.297,29,104.0
239,52,110,298.45,130.2,33.929665,-117.892395,1.297,29,104.0
240,53,109,299.91,130.2,33.929653,-117.89239,1.297,29,106.0
241,53,109,301.21,130.2,33.929646,-117.89239,1.297,29,106.0
242,54,108,302.13,130.2,33.929638,-117.89238,1.297,29,108.0
243,54,108,303.01,130.2,33.92963,-117.89237,1.297,29,108.0
244,54,107,303.95,130.2,33.92962,-117.892365,1.297,29,108.0
245,53,107,305.49,130.2,33.929607,-117.89236,1.288,29,106.0
246,54,106,306.81,130.2,33.929596,-117.89236,1.288,29,108.0
247,54,104,308.19,130.2,33.92958,-117.89235,1.288,29,108.0
248,54,104,309.45,130.2,33.92957,-117.89234,1.288,29,108.0
249,54,104,311.12,130.2,33.929554,-117.892334,1.288,29,108.0
250,55,103,313.14,130.2,33.92954,-117.89233,1.288,29,110.0
251,54,103,314.82,130.2,33.929527,-117.89233,1.288,29,108.0
252,54,103,316.34,130.2,33.929516,-117.89232,1.297,29,108.0
253,54,102,317.7,130.4,33.929504,-117.89231,1.297,29,108.0
254,53,102,318.99,130.4,33.929497,-117.8923,1.297,29,106.0
255,53,102,320.22,130.4,33.929485,-117.892296,1.306,29,106.0
256,52,102,321.41,130.4,33.929478,-117.89229,1.306,29,104.0
257,52,102,322.69,130.4,33.929466,-117.89229,1.306,29,104.0
258,53,102,323.9,130.4,33.92946,-117.89228,1.306,29,106.0
259,53,101,324.79,130.4,33.92945,-117.89227,1.306,29,106.0
260,53,101,325.79,130.4,33.92944,-117.89227,1.306,29,106.0
261,53,101,327.49,130.4,33.929424,-117.892265,1.306,29,106.0
262,53,101,328.91,130.4,33.929417,-117.892265,1.306,29,106.0
263,52,101,329.85,130.4,33.92941,-117.89226,1.306,29,104.0
264,52,101,330.83,130.4,33.929398,-117.89225,1.306,29,104.0
265,52,101,332.17,130.4,33.929386,-117.89225,1.306,29,104.0
266,52,101,333.4,130.4,33.92938,-117.89224,1.297,29,104.0
267,53,101,334.74,130.4,33.929367,-117.892235,1.297,29,106.0
268,54,101,336.44,130.4,33.929356,-117.89223,1.297,29,108.0
269,54,101,337.61,130.4,33.929344,-117.89222,1.297,29,108.0
270,54,101,339.31,130.4,33.929333,-117.89221,1.306,29,108.0
271,54,101,340.68,130.6,33.929317,-117.8922,1.306,29,108.0
272,53,101,342.39,130.6,33.929302,-117.8922,1.306,29,106.0
273,53,101,343.8,130.6,33.92929,-117.89219,1.306,29,106.0
274,52,101,345.21,130.6,33.929283,-117.89219,1.306,29,104.0
275,52,101,346.1,130.6,33.92928,-117.89219,1.316,29,104.0
276,52,100,347.05,130.6,33.92927,-117.89219,1.316,29,104.0
277,52,101,347.35,130.4,33.929268,-117.8922,1.306,29,104.0
278,0,101,347.35,130.6,33.929268,-117.89219,1.306,29,0.0
279,0,101,347.4,130.6,33.929268,-117.89219,1.297,29,0.0
280,0,100,347.73,130.6,33.929264,-117.89218,1.288,29,0.0
281,0,101,348.46,130.6,33.929253,-117.89217,1.288,29,0.0
282,0,100,349.96,130.4,33.92924,-117.892166,1.26,29,0.0
283,0,100,352.23,130.4,33.929226,-117.892166,1.241,29,0.0
284,0,99,353.32,130.4,33.92921,-117.89216,1.241,29,0.0
285,0,98,354.74,130.4,33.9292,-117.89215,1.362,29,0.0
286,0,97,356.71,130.4,33.929184,-117.89215,1.381,29,0.0
287,0,96,358.62,130.6,33.929173,-117.89214,1.381,29,0.0
288,55,96,359.73,130.6,33.92916,-117.89214,1.577,29,110.0
289,55,95,361.08,130.6,33.92915,-117.89214,1.586,29,110.0
290,54,95,362.49,130.6,33.92914,-117.892136,1.381,29,108.0
291,53,94,363.53,130.6,33.92913,-117.892136,1.353,29,106.0
292,53,94,364.87,130.6,33.929115,-117.89213,1.344,29,106.0
293,53,94,366.48,130.6,33.929108,-117.89212,1.288,29,106.0
294,52,94,367.3,130.6,33.9291,-117.89211,1.288,29,104.0
295,52,94,368.54,130.6,33.929092,-117.8921,1.278,29,104.0
296,53,95,369.73,130.6,33.929085,-117.89209,1.241,29,106.0
297,53,95,371.23,130.6,33.929077,-117.89208,1.241,29,106.0
298,53,95,372.3,130.6,33.92907,-117.892075,1.241,29,106.0
299,53,95,373.35,130.6,33.929058,-117.89207,1.26,29,106.0
300,53,95,374.46,130.6,33.92905,-117.89206,1.26,29,106.0
301,53,95,375.85,130.6,33.92904,-117.89205,1.25,29,106.0
302,53,94,377.3,130.6,33.92903,-117.892044,1.241,29,106.0
303,53,95,378.6,130.6,33.929024,-117.89204,1.241,29,106.0
304,53,95,379.61,130.6,33.929012,-117.89203,1.25,29,106.0
305,53,95,380.88,130.6,33.929,-117.89202,1.25,29,106.0
306,53,96,382.48,130.6,33.928993,-117.892006,1.241,29,106.0
307,52,96,384.07,130.6,33.92898,-117.892,1.241,29,104.0
308,52,96,385.32,130.6,33.928974,-117.89199,1.25,29,104.0
309,52,96,386.62,130.6,33.928963,-117.89198,1.26,29,104.0
310,52,96,387.82,130.6,33.928955,-117.891975,1.26,29,104.0
311,53,96,389.12,130.6,33.928947,-117.89196,1.26,29,106.0
312,53,96,390.31,130.6,33.92894,-117.89196,1.26,29,106.0
313,54,96,391.34,130.6,33.928932,-117.891945,1.26,29,108.0
314,54,96,393.0,130.6,33.92892,-117.89194,1.26,29,108.0
315,54,96,394.34,130.6,33.92891,-117.89193,1.26,29,108.0
316,54,96,395.55,130.6,33.9289,-117.891914,1.26,29,108.0
317,53,96,396.56,130.6,33.928894,-117.89191,1.269,29,106.0
318,53,95,397.88,130.8,33.928883,-117.8919,1.269,29,106.0
319,52,96,399.16,130.6,33.92887,-117.89189,1.26,29,104.0
320,53,95,401.13,130.8,33.928856,-117.89188,1.26,29,106.0
321,53,95,403.02,130.8,33.928844,-117.89187,1.26,29,106.0
322,53,96,404.92,130.8,33.928833,-117.89186,1.269,29,106.0
323,53,96,406.0,130.8,33.928825,-117.89185,1.288,29,106.0
324,53,96,406.83,130.8,33.92882,-117.891846,1.306,29,106.0
325,53,96,408.15,130.8,33.92881,-117.89184,1.306,29,106.0
326,54,97,409.38,130.8,33.928802,-117.89184,1.306,29,108.0
327,54,97,410.57,130.8,33.92879,-117.89183,1.306,29,108.0
328,54,97,411.7,130.8,33.928783,-117.89182,1.306,29,108.0
329,53,98,412.87,130.8,33.928772,-117.891815,1.306,29,106.0
330,53,98,413.59,130.8,33.928764,-117.89181,1.306,29,106.0
331,53,99,414.93,130.8,33.928753,-117.8918,1.297,29,106.0
332,53,99,416.65,130.8,33.92874,-117.89179,1.297,29,106.0
333,53,99,417.86,130.8,33.928734,-117.891785,1.288,29,106.0
334,53,99,418.81,130.8,33.928726,-117.891785,1.297,29,106.0
335,53,100,419.93,130.8,33.928715,-117.89178,1.288,29,106.0
336,53,100,421.21,130.8,33.928707,-117.89176,1.288,29,106.0
337,53,100,422.77,130.8,33.9287,-117.891754,1.288,29,106.0
338,53,100,423.91,130.8,33.92869,-117.89174,1.288,29,106.0
339,54,99,425.39,130.8,33.92868,-117.89173,1.288,29,108.0
340,53,100,427.07,130.8,33.928673,-117.891716,1.288,29,106.0
341,53,100,428.45,130.8,33.92867,-117.8917,1.288,29,106.0
342,53,100,430.0,130.8,33.92866,-117.89169,1.288,29,106.0
343,53,100,431.45,130.6,33.928654,-117.891685,1.297,29,106.0
344,53,100,432.46,130.6,33.928646,-117.89168,1.297,29,106.0
345,53,100,433.56,130.6,33.928642,-117.89166,1.297,29,106.0
346,53,100,434.42,130.6,33.92864,-117.891655,1.297,29,106.0
347,53,100,435.2,130.6,33.92863,-117.89165,1.297,29,106.0
348,53,100,436.6,130.6,33.928623,-117.89163,1.297,29,106.0
349,51,100,438.27,130.6,33.928616,-117.89162,1.297,29,102.0
350,51,100,439.79,130.6,33.928604,-117.89161,1.297,29,102.0
351,51,100,440.88,130.6,33.928593,-117.8916,1.297,29,102.0
352,51,100,442.32,130.8,33.92858,-117.891594,1.297,29,102.0
353,52,100,443.76,130.8,33.92857,-117.891594,1.297,29,104.0
354,53,100,445.26,130.8,33.928555,-117.89158,1.297,29,106.0
355,53,101,446.83,130.8,33.928543,-117.89157,1.297,29,106.0
356,53,101,448.31,130.8,33.928535,-117.89156,1.297,29,106.0
357,53,101,450.19,130.8,33.92852,-117.891556,1.306,29,106.0
358,53,100,451.91,130.8,33.92851,-117.89154,1.306,29,106.0
359,53,100,453.53,130.8,33.928497,-117.89153,1.306,29,106.0
360,53,100,454.93,130.8,33.928486,-117.891525,1.316,29,106.0
361,53,100,456.74,130.8,33.92848,-117.89152,1.325,29,106.0
362,53,100,458.01,130.8,33.928467,-117.89151,1.325,29,106.0
363,53,100,459.11,130.8,33.928455,-117.8915,1.334,29,106.0
364,53,100,460.65,130.8,33.928444,-117.891495,1.344,29,106.0
365,53,100,462.24,130.8,33.92843,-117.89149,1.344,29,106.0
366,53,100,464.17,130.6,33.928417,-117.89147,1.344,29,106.0
367,53,100,465.58,130.6,33.928406,-117.891464,1.353,29,106.0
368,53,100,467.26,130.4,33.928394,-117.89146,1.353,29,106.0
369,53,100,468.91,130.4,33.928383,-117.89145,1.362,29,106.0
370,54,100,470.18,130.4,33.928375,-117.89144,1.362,29,108.0
371,55,100,471.22,130.4,33.928368,-117.89143,1.362,29,110.0
372,55,101,472.27,130.4,33.928356,-117.891426,1.362,29,110.0
373,55,101,473.4,130.4,33.92835,-117.89142,1.362,29,110.0
374,55,101,474.64,130.4,33.92834,-117.89141,1.362,29,110.0
375,55,101,475.84,130.4,33.928333,-117.891396,1.362,29,110.0
376,53,101,477.29,130.4,33.928326,-117.89139,1.353,29,106.0
377,53,101,478.79,130.4,33.928318,-117.89137,1.353,29,106.0
378,54,101,480.16,130.2,33.92831,-117.891365,1.353,29,108.0
379,54,100,481.61,130.4,33.9283,-117.89135,1.362,29,108.0
380,55,101,482.95,130.4,33.92829,-117.89134,1.362,29,110.0
381,55,101,484.37,130.4,33.928284,-117.89133,1.362,29,110.0
382,55,101,485.96,130.4,33.928276,-117.89131,1.362,29,110.0
383,55,101,487.13,130.4,33.928272,-117.891304,1.362,29,110.0
384,54,101,488.7,130.4,33.92826,-117.89129,1.362,29,108.0
385,53,101,490.04,130.4,33.928253,-117.89128,1.372,29,106.0
386,53,101,491.12,130.4,33.92825,-117.89127,1.372,29,106.0
387,53,101,492.38,130.6,33.92824,-117.89126,1.372,29,106.0
388,53,101,493.75,130.6,33.928234,-117.89125,1.372,29,106.0
389,53,100,495.01,130.4,33.928223,-117.89124,1.362,29,106.0
390,53,100,496.06,130.4,33.928215,-117.891235,1.362,29,106.0
391,54,100,497.09,130.4,33.92821,-117.89122,1.362,29,108.0
392,54,100,498.66,130.4,33.9282,-117.89121,1.362,29,108.0
393,54,100,500.15,130.4,33.928192,-117.8912,1.362,29,108.0
394,54,101,501.74,130.4,33.928185,-117.89118,1.362,29,108.0
395,53,100,503.05,130.4,33.928177,-117.891174,1.362,29,106.0
396,53,101,504.43,130.4,33.92817,-117.89116,1.362,29,106.0
397,53,101,506.19,130.4,33.92816,-117.89114,1.362,29,106.0
398,53,101,507.6,130.4,33.928154,-117.891136,1.362,29,106.0
