time,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,GarminRunCadenceSpm
399,53,101,508.94,130.4,33.928146,-117.89112,1.372,29,106.0
400,53,101,510.33,130.4,33.92814,-117.891106,1.372,29,106.0
401,54,101,511.59,130.4,33.92813,-117.8911,1.372,29,108.0
402,55,101,513.07,130.4,33.928123,-117.89109,1.372,29,110.0
403,55,101,514.59,130.4,33.928116,-117.891075,1.372,29,110.0
404,55,101,515.82,130.4,33.92811,-117.89107,1.372,29,110.0
405,55,101,516.92,130.4,33.928104,-117.89105,1.372,29,110.0
406,55,101,518.05,130.4,33.9281,-117.891045,1.372,29,110.0
407,55,101,519.02,130.4,33.928093,-117.89104,1.372,29,110.0
408,55,101,520.2,130.4,33.928085,-117.89102,1.362,29,110.0
409,55,101,521.6,130.4,33.928078,-117.891014,1.362,29,110.0
410,55,101,522.91,130.4,33.92807,-117.891,1.362,29,110.0
411,55,101,524.48,130.2,33.928066,-117.89098,1.362,29,110.0
412,55,101,525.84,130.2,33.92806,-117.890976,1.362,29,110.0
413,55,101,526.95,130.2,33.92805,-117.89096,1.362,29,110.0
414,55,100,528.62,130.2,33.928047,-117.890945,1.362,29,110.0
415,55,101,530.18,130.2,33.92804,-117.89093,1.362,29,110.0
416,54,101,531.72,130.2,33.928032,-117.890915,1.362,29,108.0
417,53,101,533.23,130.2,33.928024,-117.89091,1.362,29,106.0
418,53,101,534.26,130.2,33.928017,-117.8909,1.362,29,106.0
419,53,101,535.55,130.2,33.928013,-117.890884,1.362,29,106.0
420,54,101,536.97,130.2,33.928005,-117.89087,1.362,29,108.0
421,54,102,538.24,130.2,33.927998,-117.89086,1.362,29,108.0
422,54,102,539.68,130.2,33.92799,-117.89085,1.362,29,108.0
423,54,102,541.19,130.2,33.927982,-117.89083,1.362,29,108.0
424,54,102,542.76,130.2,33.927975,-117.890816,1.362,29,108.0
425,54,101,544.19,130.4,33.927967,-117.89081,1.372,29,108.0
426,54,101,545.67,130.4,33.92796,-117.89079,1.372,29,108.0
427,54,102,546.85,130.4,33.927956,-117.890785,1.372,29,108.0
428,53,102,548.19,130.4,33.927948,-117.89077,1.372,29,106.0
429,53,102,549.62,130.4,33.927944,-117.890755,1.372,29,106.0
430,53,102,550.82,130.2,33.927937,-117.89075,1.372,29,106.0
431,53,102,552.12,130.2,33.927933,-117.89073,1.372,29,106.0
432,53,103,553.2,130.2,33.927925,-117.890724,1.372,29,106.0
433,55,103,554.48,130.2,33.927917,-117.89071,1.372,29,110.0
434,55,103,555.8,130.2,33.927914,-117.8907,1.362,29,110.0
435,55,104,557.21,130.2,33.927906,-117.890686,1.362,29,110.0
436,55,104,558.7,130.2,33.927902,-117.89067,1.362,29,110.0
437,55,105,560.09,130.2,33.9279,-117.890656,1.362,29,110.0
438,55,105,561.51,130.2,33.927895,-117.89065,1.362,29,110.0
439,55,105,562.93,130.0,33.927887,-117.89063,1.362,29,110.0
440,55,105,563.81,130.2,33.927883,-117.890625,1.362,29,110.0
441,55,105,564.75,130.2,33.92788,-117.89061,1.362,29,110.0
442,55,106,566.39,130.2,33.92787,-117.890594,1.353,29,110.0
443,53,105,567.83,130.2,33.927868,-117.89058,1.353,29,106.0
444,53,105,569.44,130.2,33.92786,-117.890564,1.353,29,106.0
445,53,105,571.05,130.2,33.927853,-117.89055,1.353,29,106.0
446,53,105,572.35,130.2,33.92785,-117.89054,1.362,29,106.0
447,53,105,573.51,130.2,33.92784,-117.890526,1.362,29,106.0
448,53,105,574.94,130.2,33.927837,-117.89051,1.362,29,106.0
449,55,105,576.38,130.2,33.92783,-117.8905,1.362,29,110.0
450,55,105,577.59,130.2,33.927822,-117.89049,1.362,29,110.0
451,55,105,579.16,130.2,33.92782,-117.89047,1.362,29,110.0
452,55,104,580.69,130.2,33.92781,-117.890465,1.362,29,110.0
453,54,104,581.84,130.2,33.927807,-117.89045,1.362,29,108.0
454,54,104,582.7,130.2,33.927803,-117.89044,1.362,29,108.0
455,55,104,584.02,130.2,33.927795,-117.89043,1.362,29,110.0
456,55,103,585.46,130.2,33.92779,-117.89042,1.353,29,110.0
457,55,102,586.44,130.2,33.927784,-117.89041,1.353,29,110.0
458,56,102,587.47,130.0,33.92778,-117.890396,1.353,29,112.0
459,56,101,588.57,130.0,33.927773,-117.89038,1.344,29,112.0
460,56,101,590.3,130.0,33.927765,-117.89037,1.344,29,112.0
461,56,101,591.55,130.0,33.92776,-117.89036,1.344,29,112.0
462,55,101,593.05,130.0,33.927753,-117.89034,1.344,28,110.0
463,55,100,594.84,130.0,33.92775,-117.89033,1.344,29,110.0
464,55,100,596.39,130.0,33.927742,-117.89031,1.344,28,110.0
465,55,100,597.87,130.0,33.92774,-117.8903,1.344,29,110.0
466,55,100,599.26,130.0,33.927734,-117.89028,1.344,29,110.0
467,54,100,600.8,130.2,33.927727,-117.89027,1.344,29,108.0
468,54,99,601.93,130.2,33.927723,-117.89026,1.353,29,108.0
469,54,97,603.15,130.2,33.92772,-117.89024,1.353,28,108.0
470,53,97,604.31,130.2,33.927715,-117.89023,1.353,28,106.0
471,53,97,605.81,130.2,33.92771,-117.89022,1.353,29,106.0
472,53,98,607.07,130.0,33.927708,-117.890205,1.353,29,106.0
473,54,97,608.54,130.0,33.927704,-117.89019,1.353,28,108.0
474,55,97,610.08,130.0,33.9277,-117.890175,1.353,28,110.0
475,55,97,611.2,130.0,33.927696,-117.89017,1.353,28,110.0
476,55,97,612.16,130.4,33.927692,-117.89015,1.353,28,110.0
477,55,97,612.97,130.4,33.927692,-117.89014,1.353,28,110.0
478,55,97,614.23,130.4,33.92769,-117.89012,1.344,28,110.0
479,55,97,615.84,130.4,33.92768,-117.890114,1.344,29,110.0
480,55,97,617.24,130.2,33.927666,-117.89011,1.344,28,110.0
481,54,97,618.57,130.0,33.927654,-117.89009,1.344,28,108.0
482,54,97,620.53,129.8,33.92764,-117.89008,1.344,28,108.0
483,55,97,622.24,129.6,33.927624,-117.890076,1.344,28,110.0
484,55,97,624.4,129.4,33.927605,-117.89007,1.344,29,110.0
485,56,97,626.6,129.2,33.92759,-117.89007,1.344,28,112.0
486,57,97,628.34,129.0,33.927574,-117.89007,1.353,28,114.0
487,59,97,629.75,129.0,33.927563,-117.89007,1.362,29,118.0
488,59,96,630.8,128.8,33.92755,-117.89007,1.372,28,118.0
489,59,95,632.22,128.6,33.92754,-117.89007,1.372,28,118.0
490,59,94,633.66,128.6,33.927525,-117.890076,1.381,28,118.0
491,58,93,635.32,128.4,33.927513,-117.89008,1.381,28,116.0
492,57,92,636.99,128.2,33.927498,-117.89008,1.39,28,114.0
493,56,92,638.35,128.2,33.927486,-117.89009,1.39,28,112.0
494,56,92,639.77,128.2,33.927475,-117.89009,1.4,28,112.0
495,56,91,641.11,128.0,33.927464,-117.8901,1.4,28,112.0
496,56,91,642.37,128.0,33.927452,-117.8901,1.4,28,112.0
497,56,91,643.66,127.8,33.92744,-117.89011,1.4,28,112.0
498,56,91,644.85,127.8,33.92743,-117.89011,1.4,28,112.0
499,56,91,646.37,127.6,33.927414,-117.890114,1.4,28,112.0
500,56,90,648.08,127.4,33.9274,-117.890114,1.4,28,112.0
501,56,90,649.5,127.4,33.927387,-117.890114,1.4,28,112.0
502,55,90,650.81,127.2,33.927376,-117.89012,1.4,28,110.0
503,55,90,652.29,127.0,33.927364,-117.89012,1.4,28,110.0
504,55,90,653.39,127.0,33.927357,-117.89013,1.4,28,110.0
505,55,89,654.85,126.8,33.92734,-117.89013,1.4,28,110.0
506,56,89,655.76,126.8,33.927334,-117.89014,1.4,28,112.0
507,56,89,656.91,126.6,33.927326,-117.89014,1.4,28,112.0
508,56,89,658.11,126.6,33.927315,-117.890144,1.39,28,112.0
509,56,90,659.19,126.4,33.927303,-117.890144,1.39,28,112.0
510,56,89,660.39,126.2,33.927296,-117.89015,1.39,28,112.0
511,56,89,661.82,126.2,33.92728,-117.89016,1.381,28,112.0
512,56,90,663.02,126.0,33.92727,-117.89017,1.381,28,112.0
513,56,90,664.89,125.8,33.927258,-117.890175,1.381,28,112.0
514,56,90,666.55,125.8,33.927242,-117.89018,1.381,28,112.0
515,56,89,668.17,125.6,33.92723,-117.89018,1.39,28,112.0
516,56,90,669.3,125.6,33.92722,-117.89019,1.39,28,112.0
517,56,90,670.57,125.4,33.92721,-117.89019,1.39,28,112.0
518,56,89,671.38,125.4,33.927204,-117.89018,1.39,28,112.0
519,56,90,672.2,125.4,33.927193,-117.89018,1.39,28,112.0
520,56,89,673.53,125.4,33.92718,-117.89019,1.381,28,112.0
521,55,89,674.88,125.4,33.92717,-117.89019,1.381,28,110.0
522,54,89,676.33,125.4,33.92716,-117.8902,1.381,28,108.0
523,52,89,677.47,125.4,33.927147,-117.8902,1.372,28,104.0
524,52,89,678.64,125.4,33.92714,-117.890205,1.372,28,104.0
525,52,89,679.92,125.4,33.927128,-117.890205,1.362,28,104.0
526,51,89,681.03,125.4,33.927116,-117.890205,1.353,28,102.0
527,51,89,682.2,125.4,33.927105,-117.890205,1.344,28,102.0
528,52,89,683.3,125.4,33.927097,-117.89021,1.334,28,104.0
529,52,89,684.27,125.4,33.927086,-117.89021,1.334,28,104.0
530,53,89,685.91,125.4,33.92707,-117.89022,1.325,28,106.0
531,53,89,687.63,125.4,33.92706,-117.89023,1.325,28,106.0
532,53,90,689.08,125.4,33.927048,-117.89023,1.325,28,106.0
533,52,90,690.3,125.4,33.927032,-117.890236,1.325,28,104.0
534,52,90,691.78,125.4,33.927017,-117.890236,1.325,28,104.0
535,52,90,693.47,125.4,33.927006,-117.89024,1.325,28,104.0
536,53,90,695.35,125.4,33.92699,-117.89026,1.325,28,106.0
537,54,91,696.42,125.4,33.926983,-117.89027,1.334,28,108.0
538,54,91,697.81,125.4,33.92698,-117.89028,1.334,28,108.0
539,54,91,699.42,125.4,33.926983,-117.890305,1.334,28,108.0
540,54,91,701.0,125.4,33.926983,-117.89032,1.334,28,108.0
541,55,91,702.65,125.4,33.926987,-117.890335,1.334,28,110.0
542,55,92,704.16,125.4,33.92699,-117.89035,1.344,28,110.0
543,55,92,705.35,125.2,33.926994,-117.89036,1.353,28,110.0
544,55,92,706.42,125.2,33.927002,-117.89037,1.353,28,110.0
545,54,93,707.97,125.2,33.927006,-117.89039,1.353,28,108.0
546,54,93,709.21,125.2,33.927013,-117.890396,1.353,28,108.0
547,54,93,710.49,125.0,33.92702,-117.89041,1.344,28,108.0
548,54,92,711.79,125.2,33.92703,-117.89042,1.344,28,108.0
549,54,91,713.03,125.2,33.92704,-117.89043,1.344,28,108.0
550,54,91,714.37,125.2,33.927048,-117.890434,1.344,28,108.0
551,53,90,715.63,125.2,33.927055,-117.89044,1.344,28,106.0
552,53,90,716.68,125.2,33.92706,-117.89046,1.344,28,106.0
553,52,90,717.72,125.2,33.927067,-117.890465,1.344,28,104.0
554,52,90,719.07,125.2,33.92707,-117.89048,1.344,28,104.0
555,52,90,720.38,125.2,33.927074,-117.89049,1.344,28,104.0
556,52,90,721.46,125.0,33.92708,-117.8905,1.344,28,104.0
557,52,90,722.6,125.0,33.927082,-117.89052,1.334,28,104.0
558,52,90,724.43,125.0,33.92709,-117.89053,1.334,28,104.0
559,52,90,725.6,125.0,33.92709,-117.89055,1.334,28,104.0
560,52,90,726.7,125.2,33.927094,-117.89056,1.334,28,104.0
561,53,90,727.94,125.2,33.92709,-117.89057,1.334,28,106.0
562,53,90,729.32,125.2,33.927082,-117.89058,1.334,28,106.0
563,53,90,730.31,125.2,33.92708,-117.890594,1.334,28,106.0
564,53,90,731.54,125.2,33.92707,-117.8906,1.334,28,106.0
565,52,90,732.81,125.0,33.927067,-117.89062,1.325,28,104.0
566,52,90,734.43,125.0,33.927063,-117.89063,1.325,28,104.0
567,50,90,735.61,125.0,33.927063,-117.89065,1.325,28,100.0
568,50,90,736.85,125.0,33.927067,-117.890656,1.325,28,100.0
569,52,90,738.14,125.0,33.92708,-117.89066,1.325,28,104.0
570,52,89,739.52,124.8,33.927086,-117.89068,1.325,28,104.0
571,53,90,740.99,124.8,33.927097,-117.890686,1.325,28,106.0
572,53,89,742.32,124.8,33.927105,-117.89069,1.316,28,106.0
573,53,89,743.55,124.8,33.927116,-117.89071,1.325,28,106.0
574,53,89,745.14,124.8,33.927128,-117.89071,1.325,28,106.0
575,53,89,746.36,124.8,33.927135,-117.890724,1.325,28,106.0
576,53,90,747.58,124.8,33.927143,-117.89073,1.325,28,106.0
577,53,89,748.6,124.8,33.92715,-117.89074,1.325,28,106.0
578,53,89,749.72,124.8,33.927162,-117.89075,1.325,28,106.0
579,53,89,751.12,124.8,33.927174,-117.890755,1.316,28,106.0
580,53,89,752.63,124.8,33.927185,-117.89076,1.316,28,106.0
581,52,89,753.97,124.8,33.927197,-117.89077,1.316,28,104.0
582,52,89,755.5,124.6,33.927208,-117.89077,1.316,28,104.0
583,52,89,756.5,124.6,33.92722,-117.89077,1.316,28,104.0
584,52,89,757.56,124.6,33.927227,-117.89076,1.316,28,104.0
585,52,89,758.85,124.6,33.92724,-117.89076,1.316,28,104.0
586,52,89,760.04,124.6,33.92725,-117.890755,1.316,28,104.0
587,53,88,761.29,124.6,33.92726,-117.890755,1.316,28,106.0
588,53,88,762.57,124.6,33.92727,-117.890755,1.316,28,106.0
589,53,88,763.8,124.6,33.92728,-117.890755,1.306,28,106.0
590,53,89,764.85,124.6,33.92729,-117.89075,1.306,28,106.0
591,52,88,765.79,124.4,33.9273,-117.89075,1.306,28,104.0
592,52,89,766.66,124.4,33.927303,-117.89074,1.306,28,104.0
593,52,89,767.33,124.4,33.927315,-117.89074,1.297,28,104.0
594,52,89,768.24,124.4,33.927322,-117.89073,1.297,28,104.0
595,52,89,769.49,124.2,33.927334,-117.89073,1.288,28,104.0
596,52,89,771.26,124.2,33.927345,-117.890724,1.288,28,104.0
597,51,89,772.37,124.2,33.927357,-117.890724,1.278,28,102.0
598,51,89,773.42,124.2,33.927364,-117.89073,1.278,28,102.0
599,51,89,774.28,124.0,33.92737,-117.89074,1.278,28,102.0
600,51,89,775.22,124.0,33.927376,-117.890755,1.278,28,102.0
601,51,89,776.23,124.0,33.92738,-117.89076,1.269,28,102.0
602,53,88,777.8,124.0,33.927383,-117.89078,1.269,28,106.0
603,53,88,779.41,124.0,33.927387,-117.89079,1.269,28,106.0
604,53,88,780.86,124.0,33.92739,-117.89081,1.269,28,106.0
605,53,88,782.5,124.0,33.927395,-117.89082,1.269,28,106.0
606,53,88,783.65,124.0,33.927395,-117.89084,1.269,28,106.0
607,53,88,784.77,124.0,33.92739,-117.890854,1.269,28,106.0
608,52,88,786.17,124.0,33.92739,-117.89087,1.269,28,104.0
609,52,87,787.7,124.0,33.927387,-117.89088,1.269,28,104.0
610,52,87,789.14,124.0,33.927387,-117.89089,1.269,28,104.0
611,52,87,790.25,123.8,33.92738,-117.89091,1.269,28,104.0
612,52,86,791.3,123.8,33.927376,-117.890915,1.269,28,104.0
613,53,86,792.53,123.8,33.927372,-117.89093,1.269,28,106.0
614,53,86,794.02,123.8,33.92737,-117.890945,1.26,28,106.0
615,53,87,795.5,123.6,33.92736,-117.89096,1.26,28,106.0
616,53,87,796.79,123.6,33.92736,-117.890976,1.26,28,106.0
617,53,87,798.12,123.4,33.927357,-117.89098,1.26,28,106.0
618,54,87,799.28,123.4,33.92735,-117.891,1.26,28,108.0
619,54,87,800.52,123.2,33.927345,-117.89101,1.26,28,108.0
620,55,87,801.97,123.2,33.927338,-117.89102,1.26,28,110.0
621,55,87,803.06,123.2,33.927334,-117.89103,1.26,28,110.0
622,55,87,804.32,123.0,33.92733,-117.891045,1.26,28,110.0
623,55,88,805.71,123.0,33.927322,-117.89105,1.26,28,110.0
624,54,87,806.92,122.8,33.92732,-117.89107,1.26,28,108.0
625,53,87,808.03,122.8,33.927315,-117.89108,1.26,28,106.0
626,53,87,809.07,122.6,33.927307,-117.89109,1.26,28,106.0
627,54,87,810.75,122.6,33.9273,-117.891106,1.25,28,108.0
628,55,88,812.69,122.6,33.927288,-117.89112,1.25,28,110.0
629,56,87,813.89,122.4,33.927284,-117.89113,1.25,28,112.0
630,56,87,815.12,122.4,33.927277,-117.891136,1.26,28,112.0
631,56,87,816.22,122.4,33.92727,-117.89114,1.26,28,112.0
632,56,88,817.22,122.2,33.92726,-117.89116,1.26,28,112.0
633,56,87,818.41,122.2,33.927254,-117.89117,1.25,28,112.0
634,56,87,819.61,122.0,33.927246,-117.89118,1.241,28,112.0
635,56,87,821.45,122.0,33.92724,-117.8912,1.241,28,112.0
636,56,88,823.2,122.0,33.92723,-117.89121,1.241,28,112.0
637,56,87,824.78,121.8,33.927223,-117.89123,1.25,28,112.0
638,56,87,826.26,121.8,33.927216,-117.891235,1.26,28,112.0
639,56,88,827.46,121.8,33.92721,-117.89125,1.269,28,112.0
640,56,87,828.68,121.6,33.927204,-117.89126,1.269,28,112.0
641,56,87,829.97,121.6,33.9272,-117.89127,1.269,28,112.0
642,56,88,831.37,121.6,33.927193,-117.89128,1.269,28,112.0
643,56,87,832.37,121.6,33.927185,-117.8913,1.269,28,112.0
644,56,87,833.63,121.6,33.92718,-117.891304,1.269,28,112.0
645,56,88,834.99,121.6,33.927174,-117.89132,1.269,28,112.0
646,56,87,836.27,121.6,33.927166,-117.891335,1.269,28,112.0
647,56,87,837.37,121.6,33.927155,-117.89134,1.269,28,112.0
648,56,87,838.87,121.4,33.927147,-117.89135,1.269,28,112.0
649,56,87,840.6,121.4,33.927135,-117.891365,1.269,28,112.0
650,56,87,842.28,121.4,33.927128,-117.89138,1.269,28,112.0
651,56,86,843.75,121.2,33.92712,-117.89139,1.278,28,112.0
652,56,86,845.21,121.2,33.927116,-117.8914,1.278,28,112.0
653,56,87,846.74,121.2,33.927113,-117.89142,1.278,28,112.0
654,56,87,847.77,121.2,33.927113,-117.89143,1.278,28,112.0
655,56,87,849.34,121.0,33.927113,-117.89145,1.278,28,112.0
656,56,87,850.69,121.0,33.927113,-117.891464,1.278,28,112.0
657,56,87,852.22,121.0,33.927113,-117.89148,1.288,28,112.0
658,56,87,853.83,121.0,33.927113,-117.891495,1.288,28,112.0
659,56,87,855.25,121.2,33.927113,-117.89151,1.288,28,112.0
660,56,86,856.28,121.2,33.927113,-117.891525,1.288,28,112.0
661,56,87,857.55,121.2,33.927113,-117.89154,1.288,28,112.0
662,56,86,858.72,121.2,33.927113,-117.891556,1.288,28,112.0
663,56,85,859.81,121.2,33.927113,-117.89156,1.288,28,112.0
664,56,85,860.94,121.2,33.927113,-117.89158,1.288,28,112.0
665,56,85,862.32,121.2,33.927113,-117.891594,1.288,28,112.0
666,56,85,864.1,121.2,33.927113,-117.89162,1.288,28,112.0
667,56,85,865.59,121.2,33.927113,-117.89163,1.288,28,112.0
668,56,86,867.1,121.2,33.927116,-117.89165,1.297,28,112.0
669,56,86,868.66,121.2,33.92712,-117.89166,1.297,28,112.0
670,55,86,869.97,121.2,33.927128,-117.89168,1.297,28,110.0
671,55,86,871.56,121.4,33.927135,-117.891685,1.297,28,110.0
672,55,85,872.68,121.4,33.927143,-117.89169,1.297,28,110.0
673,54,86,873.95,121.4,33.92715,-117.89171,1.297,28,108.0
674,53,86,875.17,121.4,33.92716,-117.891716,1.297,28,106.0
675,52,86,876.28,121.4,33.927166,-117.891716,1.306,28,104.0
676,52,86,877.55,121.4,33.927177,-117.89172,1.297,28,104.0
677,52,86,878.74,121.4,33.92719,-117.89173,1.297,28,104.0
678,52,86,880.2,121.4,33.9272,-117.89174,1.297,28,104.0
679,51,87,881.51,121.4,33.927208,-117.89175,1.297,28,102.0
680,52,88,882.6,121.4,33.92722,-117.89175,1.297,28,104.0
681,53,89,883.91,121.6,33.92723,-117.891754,1.297,28,106.0
682,53,90,885.01,121.6,33.927242,-117.89176,1.297,28,106.0
683,53,90,886.69,121.6,33.927258,-117.89177,1.297,28,106.0
684,52,90,888.84,121.6,33.927273,-117.89178,1.297,28,104.0
685,52,90,890.27,121.6,33.927284,-117.891785,1.297,28,104.0
686,52,90,891.6,121.6,33.927296,-117.891785,1.306,28,104.0
687,52,90,893.31,121.8,33.92731,-117.8918,1.306,28,104.0
688,53,90,895.26,121.8,33.92732,-117.8918,1.306,28,106.0
689,53,90,896.15,121.8,33.927326,-117.89181,1.316,28,106.0
690,53,91,897.14,121.8,33.927338,-117.891815,1.325,28,106.0
691,54,90,898.11,121.8,33.927345,-117.891815,1.325,28,108.0
692,54,90,899.18,121.8,33.927357,-117.89182,1.325,28,108.0
693,54,90,900.42,121.8,33.92737,-117.89182,1.316,28,108.0
694,55,90,901.47,122.0,33.927376,-117.89183,1.316,28,110.0
695,55,90,903.0,122.0,33.92739,-117.89183,1.316,28,110.0
696,54,90,904.35,122.0,33.927402,-117.89184,1.316,28,108.0
697,54,90,905.71,122.0,33.927414,-117.89184,1.316,28,108.0
698,54,90,907.13,122.0,33.92743,-117.89184,1.316,28,108.0
699,54,91,908.27,122.2,33.927437,-117.891846,1.316,28,108.0
700,54,90,909.51,122.2,33.92745,-117.891846,1.316,28,108.0
701,54,91,910.61,122.2,33.92746,-117.89185,1.316,28,108.0
702,54,91,911.99,122.2,33.92747,-117.89185,1.316,28,108.0
703,54,91,913.63,122.2,33.927486,-117.89185,1.316,28,108.0
704,54,91,914.71,122.2,33.927498,-117.89185,1.316,28,108.0
705,54,91,916.21,122.2,33.927513,-117.89186,1.316,28,108.0
706,53,91,917.25,122.2,33.92752,-117.89186,1.316,28,106.0
707,53,91,918.48,122.2,33.92753,-117.89187,1.316,28,106.0
708,52,91,919.74,122.4,33.92754,-117.89187,1.316,28,104.0
709,51,91,921.87,122.4,33.927555,-117.89188,1.316,28,102.0
710,50,91,922.77,122.4,33.927563,-117.89188,1.316,28,100.0
711,50,91,924.04,122.4,33.927574,-117.89188,1.316,28,100.0
712,50,91,925.32,122.4,33.927586,-117.89188,1.316,28,100.0
713,51,92,926.33,122.4,33.927597,-117.89188,1.316,28,102.0
714,52,91,927.52,122.6,33.927605,-117.891884,1.316,28,104.0
715,52,91,928.62,122.6,33.927616,-117.891884,1.306,28,104.0
716,51,92,929.62,122.6,33.927628,-117.891884,1.306,28,102.0
717,51,92,930.91,122.6,33.92764,-117.891884,1.306,28,102.0
718,51,92,932.17,122.6,33.927654,-117.891884,1.306,28,102.0
719,52,92,933.82,122.8,33.92767,-117.891884,1.297,28,104.0
720,52,92,935.09,122.8,33.92768,-117.89189,1.297,28,104.0
721,52,92,936.59,122.8,33.927692,-117.89189,1.306,28,104.0
722,52,92,938.1,122.8,33.927704,-117.89189,1.306,28,104.0
723,51,93,939.54,122.8,33.92772,-117.8919,1.306,28,102.0
724,51,93,940.79,123.0,33.92773,-117.8919,1.306,28,102.0
725,52,93,942.5,123.0,33.927746,-117.8919,1.306,28,104.0
726,53,93,944.05,123.0,33.927757,-117.8919,1.306,28,106.0
727,53,93,945.44,123.0,33.927773,-117.8919,1.306,28,106.0
728,53,93,947.31,123.0,33.927784,-117.89191,1.316,28,106.0
729,53,93,948.34,123.2,33.92779,-117.89191,1.316,28,106.0
730,53,94,949.15,123.2,33.9278,-117.89191,1.316,28,106.0
731,53,95,949.96,123.2,33.92781,-117.89191,1.316,28,106.0
732,53,96,951.35,123.2,33.92782,-117.89191,1.316,28,106.0
733,52,96,952.88,123.2,33.927834,-117.89191,1.316,28,104.0
734,52,96,953.85,123.4,33.92784,-117.8919,1.316,28,104.0
735,52,96,955.48,123.4,33.927856,-117.89191,1.316,28,104.0
736,52,96,957.0,123.4,33.927868,-117.89191,1.316,28,104.0
737,52,96,958.41,123.4,33.92788,-117.89191,1.316,28,104.0
738,52,96,959.75,123.4,33.92789,-117.8919,1.325,28,104.0
739,52,96,960.66,123.6,33.9279,-117.8919,1.325,28,104.0
740,52,96,961.9,123.6,33.927914,-117.8919,1.325,28,104.0
741,52,96,963.42,123.6,33.92793,-117.8919,1.316,28,104.0
742,52,95,964.63,123.8,33.92794,-117.8919,1.316,28,104.0
743,52,96,965.93,123.8,33.92795,-117.8919,1.316,27,104.0
744,52,96,967.17,123.8,33.927963,-117.8919,1.316,28,104.0
745,52,95,968.47,123.8,33.927975,-117.8919,1.316,28,104.0
746,51,95,969.75,123.8,33.927986,-117.89191,1.316,28,102.0
747,51,95,971.01,123.8,33.927998,-117.891914,1.316,27,102.0
748,51,95,971.96,123.8,33.928005,-117.89192,1.316,28,102.0
749,52,95,973.51,123.8,33.928017,-117.89194,1.316,28,104.0
750,53,95,975.38,123.8,33.92803,-117.891945,1.316,28,106.0
751,53,95,976.65,124.0,33.928032,-117.89196,1.316,28,106.0
752,53,95,977.78,124.0,33.928036,-117.89197,1.316,28,106.0
753,53,95,978.77,124.0,33.92804,-117.891975,1.316,28,106.0
754,53,95,980.06,124.0,33.928043,-117.89199,1.316,28,106.0
755,53,95,982.05,123.8,33.928043,-117.89201,1.316,28,106.0
756,53,95,983.54,123.8,33.928043,-117.89203,1.316,28,106.0
757,54,94,985.04,123.6,33.928043,-117.89205,1.325,28,108.0
758,54,93,986.56,123.6,33.928043,-117.89207,1.325,28,108.0
759,54,93,988.1,123.6,33.92804,-117.89208,1.325,28,108.0
760,54,93,989.98,123.4,33.928036,-117.892105,1.334,28,108.0
761,54,92,991.75,123.2,33.928032,-117.89212,1.334,28,108.0
762,54,93,993.78,123.2,33.928032,-117.89214,1.344,28,108.0
763,54,93,995.51,123.0,33.928032,-117.89216,1.353,28,108.0
764,54,93,997.16,123.0,33.928036,-117.89217,1.362,28,108.0
765,54,93,999.03,123.0,33.92804,-117.89219,1.372,28,108.0
766,55,93,1000.51,123.0,33.928047,-117.892204,1.372,28,110.0
767,55,93,1002.01,123.0,33.928055,-117.89222,1.381,28,110.0
768,55,93,1003.15,123.0,33.92806,-117.89223,1.39,28,110.0
769,55,94,1004.29,123.0,33.928062,-117.89224,1.39,28,110.0
770,55,93,1005.5,122.8,33.928066,-117.89225,1.39,28,110.0
771,55,93,1006.66,122.8,33.92807,-117.892265,1.39,27,110.0
772,55,94,1007.79,122.8,33.92807,-117.89228,1.39,28,110.0
773,55,93,1009.04,122.6,33.928074,-117.89229,1.39,27,110.0
774,56,93,1010.07,122.6,33.928078,-117.8923,1.381,28,112.0
775,56,93,1011.22,122.6,33.92808,-117.89231,1.381,28,112.0
776,55,93,1012.51,122.6,33.928085,-117.89233,1.372,28,110.0
777,55,94,1013.75,122.4,33.92809,-117.89234,1.362,28,110.0
778,54,93,1015.08,122.4,33.928093,-117.89236,1.362,28,108.0
779,54,93,1016.61,122.4,33.928097,-117.89237,1.362,28,108.0
780,54,93,1017.79,122.2,33.928104,-117.89238,1.362,27,108.0
781,54,93,1018.99,122.2,33.92811,-117.89239,1.362,28,108.0
782,53,93,1020.29,122.2,33.928116,-117.8924,1.353,27,106.0
783,53,93,1021.19,122.2,33.92812,-117.89241,1.353,28,106.0
784,52,93,1022.31,122.2,33.92812,-117.892426,1.353,27,104.0
785,52,93,1023.29,122.0,33.928123,-117.89244,1.353,27,104.0
786,52,92,1024.56,122.0,33.928127,-117.89245,1.353,28,104.0
787,53,93,1025.63,122.0,33.92813,-117.89246,1.344,27,106.0
788,55,92,1026.8,121.8,33.928135,-117.89247,1.344,28,110.0
789,55,92,1028.37,121.8,33.928135,-117.892494,1.344,28,110.0
790,55,92,1029.67,121.8,33.92814,-117.8925,1.344,28,110.0
791,55,92,1030.71,121.8,33.928143,-117.89252,1.334,27,110.0
792,55,92,1031.85,121.8,33.928143,-117.892525,1.334,27,110.0
793,55,92,1033.52,121.6,33.928146,-117.89254,1.334,27,110.0
794,55,92,1034.98,121.6,33.928154,-117.892555,1.334,27,110.0
795,55,92,1036.52,121.6,33.928158,-117.89257,1.334,27,110.0
